Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Kalmar;66640;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1961-01-01 00:00:00;1963-06-01 23:59:59;7.0;56.67;16.35

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1962-11-28 00:00:01;1962-11-29 00:00:00;1962-11-28;2.7;Y
1962-11-29 00:00:01;1962-11-30 00:00:00;1962-11-29;-0.3;Y
1962-11-30 00:00:01;1962-12-01 00:00:00;1962-11-30;-2.1;Y
1962-12-01 00:00:01;1962-12-02 00:00:00;1962-12-01;-4.6;Y
1962-12-02 00:00:01;1962-12-03 00:00:00;1962-12-02;1.3;Y
1962-12-03 00:00:01;1962-12-04 00:00:00;1962-12-03;1.9;Y
1962-12-04 00:00:01;1962-12-05 00:00:00;1962-12-04;2.5;Y
1962-12-05 00:00:01;1962-12-06 00:00:00;1962-12-05;1.8;Y
1962-12-06 00:00:01;1962-12-07 00:00:00;1962-12-06;3.9;Y
1962-12-07 00:00:01;1962-12-08 00:00:00;1962-12-07;0.9;Y
1962-12-08 00:00:01;1962-12-09 00:00:00;1962-12-08;0.8;Y
1962-12-09 00:00:01;1962-12-10 00:00:00;1962-12-09;3.5;Y
1962-12-10 00:00:01;1962-12-11 00:00:00;1962-12-10;2.5;Y
1962-12-11 00:00:01;1962-12-12 00:00:00;1962-12-11;0.0;Y
1962-12-12 00:00:01;1962-12-13 00:00:00;1962-12-12;4.4;Y
1962-12-13 00:00:01;1962-12-14 00:00:00;1962-12-13;0.3;Y
1962-12-14 00:00:01;1962-12-15 00:00:00;1962-12-14;-0.0;Y
1962-12-15 00:00:01;1962-12-16 00:00:00;1962-12-15;1.3;Y
1962-12-16 00:00:01;1962-12-17 00:00:00;1962-12-16;1.7;Y
1962-12-17 00:00:01;1962-12-18 00:00:00;1962-12-17;-1.3;Y
1962-12-18 00:00:01;1962-12-19 00:00:00;1962-12-18;-4.8;Y
1962-12-19 00:00:01;1962-12-20 00:00:00;1962-12-19;-3.3;Y
1962-12-20 00:00:01;1962-12-21 00:00:00;1962-12-20;-9.1;Y
1962-12-21 00:00:01;1962-12-22 00:00:00;1962-12-21;-4.3;Y
1962-12-22 00:00:01;1962-12-23 00:00:00;1962-12-22;-5.9;Y
1962-12-23 00:00:01;1962-12-24 00:00:00;1962-12-23;-12.8;Y
1962-12-24 00:00:01;1962-12-25 00:00:00;1962-12-24;-11.4;Y
1962-12-25 00:00:01;1962-12-26 00:00:00;1962-12-25;-9.1;Y
1962-12-26 00:00:01;1962-12-27 00:00:00;1962-12-26;-4.3;Y
1962-12-27 00:00:01;1962-12-28 00:00:00;1962-12-27;-2.4;Y
1962-12-28 00:00:01;1962-12-29 00:00:00;1962-12-28;-4.3;Y
1962-12-29 00:00:01;1962-12-30 00:00:00;1962-12-29;-6.0;Y
1962-12-30 00:00:01;1962-12-31 00:00:00;1962-12-30;-5.3;Y
1962-12-31 00:00:01;1963-01-01 00:00:00;1962-12-31;-10.2;Y
1963-01-01 00:00:01;1963-01-02 00:00:00;1963-01-01;-11.7;Y
1963-01-02 00:00:01;1963-01-03 00:00:00;1963-01-02;-6.7;Y
1963-01-03 00:00:01;1963-01-04 00:00:00;1963-01-03;-10.6;Y
1963-01-04 00:00:01;1963-01-05 00:00:00;1963-01-04;-1.5;Y
1963-01-05 00:00:01;1963-01-06 00:00:00;1963-01-05;0.2;Y
1963-01-06 00:00:01;1963-01-07 00:00:00;1963-01-06;-1.9;Y
1963-01-07 00:00:01;1963-01-08 00:00:00;1963-01-07;-11.5;Y
1963-01-08 00:00:01;1963-01-09 00:00:00;1963-01-08;-11.3;Y
1963-01-09 00:00:01;1963-01-10 00:00:00;1963-01-09;-15.3;Y
1963-01-10 00:00:01;1963-01-11 00:00:00;1963-01-10;-9.2;Y
1963-01-11 00:00:01;1963-01-12 00:00:00;1963-01-11;-11.2;Y
1963-01-12 00:00:01;1963-01-13 00:00:00;1963-01-12;-12.2;Y
1963-01-13 00:00:01;1963-01-14 00:00:00;1963-01-13;-7.0;Y
1963-01-14 00:00:01;1963-01-15 00:00:00;1963-01-14;-9.5;Y
1963-01-15 00:00:01;1963-01-16 00:00:00;1963-01-15;-9.8;Y
1963-01-16 00:00:01;1963-01-17 00:00:00;1963-01-16;-7.8;Y
1963-01-17 00:00:01;1963-01-18 00:00:00;1963-01-17;-9.7;Y
1963-01-18 00:00:01;1963-01-19 00:00:00;1963-01-18;-9.4;Y
1963-01-19 00:00:01;1963-01-20 00:00:00;1963-01-19;-4.3;Y
1963-01-20 00:00:01;1963-01-21 00:00:00;1963-01-20;-8.5;Y
1963-01-21 00:00:01;1963-01-22 00:00:00;1963-01-21;-8.4;Y
1963-01-22 00:00:01;1963-01-23 00:00:00;1963-01-22;-4.2;Y
1963-01-23 00:00:01;1963-01-24 00:00:00;1963-01-23;-6.8;Y
1963-01-24 00:00:01;1963-01-25 00:00:00;1963-01-24;-4.3;Y
1963-01-25 00:00:01;1963-01-26 00:00:00;1963-01-25;-9.0;Y
1963-01-26 00:00:01;1963-01-27 00:00:00;1963-01-26;-0.9;Y
1963-01-27 00:00:01;1963-01-28 00:00:00;1963-01-27;-3.9;Y
1963-01-28 00:00:01;1963-01-29 00:00:00;1963-01-28;-1.5;Y
1963-01-29 00:00:01;1963-01-30 00:00:00;1963-01-29;-4.2;Y
1963-01-30 00:00:01;1963-01-31 00:00:00;1963-01-30;-5.5;Y
1963-01-31 00:00:01;1963-02-01 00:00:00;1963-01-31;-5.1;Y
1963-02-01 00:00:01;1963-02-02 00:00:00;1963-02-01;-7.4;Y
1963-02-02 00:00:01;1963-02-03 00:00:00;1963-02-02;-3.9;Y
1963-02-03 00:00:01;1963-02-04 00:00:00;1963-02-03;-5.3;Y
1963-02-04 00:00:01;1963-02-05 00:00:00;1963-02-04;-4.9;Y
1963-02-05 00:00:01;1963-02-06 00:00:00;1963-02-05;-6.9;Y
1963-02-06 00:00:01;1963-02-07 00:00:00;1963-02-06;-9.1;Y
1963-02-07 00:00:01;1963-02-08 00:00:00;1963-02-07;-5.7;Y
1963-02-08 00:00:01;1963-02-09 00:00:00;1963-02-08;-5.4;Y
1963-02-09 00:00:01;1963-02-10 00:00:00;1963-02-09;-2.6;Y
1963-02-10 00:00:01;1963-02-11 00:00:00;1963-02-10;-2.6;Y
1963-02-11 00:00:01;1963-02-12 00:00:00;1963-02-11;-3.6;Y
1963-02-12 00:00:01;1963-02-13 00:00:00;1963-02-12;-2.1;Y
1963-02-13 00:00:01;1963-02-14 00:00:00;1963-02-13;-2.3;Y
1963-02-14 00:00:01;1963-02-15 00:00:00;1963-02-14;-3.8;Y
1963-02-15 00:00:01;1963-02-16 00:00:00;1963-02-15;-5.1;Y
1963-02-16 00:00:01;1963-02-17 00:00:00;1963-02-16;-6.6;Y
1963-02-17 00:00:01;1963-02-18 00:00:00;1963-02-17;-4.8;Y
1963-02-18 00:00:01;1963-02-19 00:00:00;1963-02-18;-9.5;Y
1963-02-19 00:00:01;1963-02-20 00:00:00;1963-02-19;-9.1;Y
1963-02-20 00:00:01;1963-02-21 00:00:00;1963-02-20;-9.6;Y
1963-02-21 00:00:01;1963-02-22 00:00:00;1963-02-21;-11.8;Y
1963-02-22 00:00:01;1963-02-23 00:00:00;1963-02-22;-7.0;Y
1963-02-23 00:00:01;1963-02-24 00:00:00;1963-02-23;-4.2;Y
1963-02-24 00:00:01;1963-02-25 00:00:00;1963-02-24;-0.2;Y
1963-02-25 00:00:01;1963-02-26 00:00:00;1963-02-25;-1.6;Y
1963-02-26 00:00:01;1963-02-27 00:00:00;1963-02-26;-6.0;Y
1963-02-27 00:00:01;1963-02-28 00:00:00;1963-02-27;-1.7;Y
1963-02-28 00:00:01;1963-03-01 00:00:00;1963-02-28;-6.8;Y
1963-03-01 00:00:01;1963-03-02 00:00:00;1963-03-01;-3.7;Y
1963-03-02 00:00:01;1963-03-03 00:00:00;1963-03-02;-3.4;Y
1963-03-03 00:00:01;1963-03-04 00:00:00;1963-03-03;-0.3;Y
1963-03-04 00:00:01;1963-03-05 00:00:00;1963-03-04;0.3;Y
1963-03-05 00:00:01;1963-03-06 00:00:00;1963-03-05;-0.8;Y
1963-03-06 00:00:01;1963-03-07 00:00:00;1963-03-06;2.2;Y
1963-03-07 00:00:01;1963-03-08 00:00:00;1963-03-07;3.2;Y
1963-03-08 00:00:01;1963-03-09 00:00:00;1963-03-08;1.1;Y
1963-03-09 00:00:01;1963-03-10 00:00:00;1963-03-09;-3.3;Y
1963-03-10 00:00:01;1963-03-11 00:00:00;1963-03-10;-2.2;Y
1963-03-11 00:00:01;1963-03-12 00:00:00;1963-03-11;-0.3;Y
1963-03-12 00:00:01;1963-03-13 00:00:00;1963-03-12;0.6;Y
1963-03-13 00:00:01;1963-03-14 00:00:00;1963-03-13;-4.0;Y
1963-03-14 00:00:01;1963-03-15 00:00:00;1963-03-14;-10.3;Y
1963-03-15 00:00:01;1963-03-16 00:00:00;1963-03-15;-8.5;Y
1963-03-16 00:00:01;1963-03-17 00:00:00;1963-03-16;-2.7;Y
1963-03-17 00:00:01;1963-03-18 00:00:00;1963-03-17;-2.8;Y
1963-03-18 00:00:01;1963-03-19 00:00:00;1963-03-18;-1.4;Y
1963-03-19 00:00:01;1963-03-20 00:00:00;1963-03-19;-2.7;Y
1963-03-20 00:00:01;1963-03-21 00:00:00;1963-03-20;-3.2;Y
1963-03-21 00:00:01;1963-03-22 00:00:00;1963-03-21;-5.3;Y
1963-03-22 00:00:01;1963-03-23 00:00:00;1963-03-22;-6.7;Y
1963-03-23 00:00:01;1963-03-24 00:00:00;1963-03-23;-3.9;Y
1963-03-24 00:00:01;1963-03-25 00:00:00;1963-03-24;0.7;Y
1963-03-25 00:00:01;1963-03-26 00:00:00;1963-03-25;3.0;Y
1963-03-26 00:00:01;1963-03-27 00:00:00;1963-03-26;-0.7;Y
1963-03-27 00:00:01;1963-03-28 00:00:00;1963-03-27;-2.5;Y
1963-03-28 00:00:01;1963-03-29 00:00:00;1963-03-28;-1.5;Y
1963-03-29 00:00:01;1963-03-30 00:00:00;1963-03-29;-0.2;Y
1963-03-30 00:00:01;1963-03-31 00:00:00;1963-03-30;-0.6;Y
1963-03-31 00:00:01;1963-04-01 00:00:00;1963-03-31;0.2;Y
1963-04-01 00:00:01;1963-04-02 00:00:00;1963-04-01;-1.5;Y
1963-04-02 00:00:01;1963-04-03 00:00:00;1963-04-02;0.1;Y
1963-04-03 00:00:01;1963-04-04 00:00:00;1963-04-03;0.3;Y
1963-04-04 00:00:01;1963-04-05 00:00:00;1963-04-04;2.2;Y
1963-04-05 00:00:01;1963-04-06 00:00:00;1963-04-05;1.4;Y
1963-04-06 00:00:01;1963-04-07 00:00:00;1963-04-06;0.0;Y
1963-04-07 00:00:01;1963-04-08 00:00:00;1963-04-07;2.0;Y
1963-04-08 00:00:01;1963-04-09 00:00:00;1963-04-08;2.7;Y
1963-04-09 00:00:01;1963-04-10 00:00:00;1963-04-09;2.0;Y
1963-04-10 00:00:01;1963-04-11 00:00:00;1963-04-10;2.7;Y
1963-04-11 00:00:01;1963-04-12 00:00:00;1963-04-11;4.7;Y
1963-04-12 00:00:01;1963-04-13 00:00:00;1963-04-12;5.5;Y
1963-04-13 00:00:01;1963-04-14 00:00:00;1963-04-13;8.2;Y
1963-04-14 00:00:01;1963-04-15 00:00:00;1963-04-14;4.7;Y
1963-04-15 00:00:01;1963-04-16 00:00:00;1963-04-15;4.2;Y
1963-04-16 00:00:01;1963-04-17 00:00:00;1963-04-16;5.6;Y
1963-04-17 00:00:01;1963-04-18 00:00:00;1963-04-17;2.1;Y
1963-04-18 00:00:01;1963-04-19 00:00:00;1963-04-18;2.2;Y
1963-04-19 00:00:01;1963-04-20 00:00:00;1963-04-19;4.5;Y
1963-04-20 00:00:01;1963-04-21 00:00:00;1963-04-20;3.9;Y
1963-04-21 00:00:01;1963-04-22 00:00:00;1963-04-21;3.6;Y
1963-04-22 00:00:01;1963-04-23 00:00:00;1963-04-22;3.6;Y
1963-04-23 00:00:01;1963-04-24 00:00:00;1963-04-23;2.0;Y
1963-04-24 00:00:01;1963-04-25 00:00:00;1963-04-24;1.0;Y
1963-04-25 00:00:01;1963-04-26 00:00:00;1963-04-25;2.5;Y
1963-04-26 00:00:01;1963-04-27 00:00:00;1963-04-26;5.7;Y
1963-04-27 00:00:01;1963-04-28 00:00:00;1963-04-27;8.2;Y
1963-04-28 00:00:01;1963-04-29 00:00:00;1963-04-28;4.4;Y
1963-04-29 00:00:01;1963-04-30 00:00:00;1963-04-29;5.4;Y
1963-04-30 00:00:01;1963-05-01 00:00:00;1963-04-30;7.0;Y
1963-05-01 00:00:01;1963-05-02 00:00:00;1963-05-01;6.7;Y
1963-05-02 00:00:01;1963-05-03 00:00:00;1963-05-02;5.9;Y
1963-05-03 00:00:01;1963-05-04 00:00:00;1963-05-03;5.1;Y
1963-05-04 00:00:01;1963-05-05 00:00:00;1963-05-04;5.7;Y
1963-05-05 00:00:01;1963-05-06 00:00:00;1963-05-05;6.8;Y
1963-05-06 00:00:01;1963-05-07 00:00:00;1963-05-06;9.6;Y
1963-05-07 00:00:01;1963-05-08 00:00:00;1963-05-07;8.0;Y
1963-05-08 00:00:01;1963-05-09 00:00:00;1963-05-08;8.8;Y
1963-05-09 00:00:01;1963-05-10 00:00:00;1963-05-09;8.2;Y
1963-05-10 00:00:01;1963-05-11 00:00:00;1963-05-10;12.3;Y
1963-05-11 00:00:01;1963-05-12 00:00:00;1963-05-11;10.3;Y
1963-05-12 00:00:01;1963-05-13 00:00:00;1963-05-12;11.2;Y
1963-05-13 00:00:01;1963-05-14 00:00:00;1963-05-13;10.9;Y
1963-05-14 00:00:01;1963-05-15 00:00:00;1963-05-14;12.4;Y
1963-05-15 00:00:01;1963-05-16 00:00:00;1963-05-15;11.5;Y
1963-05-16 00:00:01;1963-05-17 00:00:00;1963-05-16;12.2;Y
1963-05-17 00:00:01;1963-05-18 00:00:00;1963-05-17;13.0;Y
1963-05-18 00:00:01;1963-05-19 00:00:00;1963-05-18;9.7;Y
1963-05-19 00:00:01;1963-05-20 00:00:00;1963-05-19;8.2;Y
1963-05-20 00:00:01;1963-05-21 00:00:00;1963-05-20;8.9;Y
1963-05-21 00:00:01;1963-05-22 00:00:00;1963-05-21;8.8;Y
1963-05-22 00:00:01;1963-05-23 00:00:00;1963-05-22;10.9;Y
1963-05-23 00:00:01;1963-05-24 00:00:00;1963-05-23;9.7;Y
1963-05-24 00:00:01;1963-05-25 00:00:00;1963-05-24;12.8;Y
1963-05-25 00:00:01;1963-05-26 00:00:00;1963-05-25;15.9;Y
1963-05-26 00:00:01;1963-05-27 00:00:00;1963-05-26;15.5;Y
1963-05-27 00:00:01;1963-05-28 00:00:00;1963-05-27;14.9;Y
1963-05-28 00:00:01;1963-05-29 00:00:00;1963-05-28;15.8;Y
1963-05-29 00:00:01;1963-05-30 00:00:00;1963-05-29;15.3;Y
1963-05-30 00:00:01;1963-05-31 00:00:00;1963-05-30;14.9;Y
1963-05-31 00:00:01;1963-06-01 00:00:00;1963-05-31;13.1;Y
